;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
PRECIOS  PROMEDIO A CONSUMIDOR FINAL EN CIUDAD CAPITAL;;;;;;;;;;
;;;;;;;;;;
FECHA;Tipo de Cambio;Superior;Regular;Diesel;Bunker;Glp Cilindro 25Lbs.;;;;
;GTQ/USD;GTQ/GALON;GTQ/GALON;GTQ/GALON;GTQ/GALON;GTQ/CIL 25 LB;GTQ/LB;;;
07/ago/2022;7,73337; 32,37 ; 31,47 ; 29,37 ; 22,05 ; 122,00 ; 4,88 ;;;
08/ago/2022;7,72989; 32,37 ; 31,47 ; 29,37 ; 22,05 ; 122,00 ; 4,88 ;;;
09/ago/2022;7,72580; 35,64 ; 34,75 ; 33,98 ; 21,35 ; 122,00 ; 4,88 ;;;
10/ago/2022;7,73248; 35,64 ; 34,75 ; 33,98 ; 21,35 ; 122,00 ; 4,88 ;;;
11/ago/2022;7,73132; 35,64 ; 34,75 ; 33,98 ; 21,35 ; 122,00 ; 4,88 ;;;
12/ago/2022;7,73400; 35,64 ; 34,75 ; 33,98 ; 21,35 ; 122,00 ; 4,88 ;;;
13/ago/2022;7,73400; 35,64 ; 34,75 ; 33,98 ; 21,35 ; 122,00 ; 4,88 ;;;
14/ago/2022;7,73400; 35,64 ; 34,75 ; 33,98 ; 21,35 ; 122,00 ; 4,88 ;;;
15/ago/2022;7,73400; 35,64 ; 34,75 ; 33,98 ; 21,35 ; 122,00 ; 4,88 ;;;
16/ago/2022;7,72649; 36,32 ; 35,39 ; 35,10 ; 21,13 ; 122,00 ; 4,88 ;;;
17/ago/2022;7,72851; 36,32 ; 35,39 ; 35,10 ; 21,13 ; 122,00 ; 4,88 ;;;
18/ago/2022;7,73095; 36,32 ; 35,39 ; 35,10 ; 21,13 ; 122,00 ; 4,88 ;;;
19/ago/2022;7,72780; 36,32 ; 35,39 ; 35,10 ; 21,13 ; 122,00 ; 4,88 ;;;
20/ago/2022;7,72780; 36,32 ; 35,39 ; 35,10 ; 21,13 ; 122,00 ; 4,88 ;;;
21/ago/2022;7,72780; 36,32 ; 35,39 ; 35,10 ; 21,13 ; 122,00 ; 4,88 ;;;
22/ago/2022;7,72716; 36,32 ; 35,39 ; 35,10 ; 21,13 ; 122,00 ; 4,88 ;;;
23/ago/2022;7,72815; 35,65 ; 34,72 ; 35,80 ; 19,88 ; 122,00 ; 4,88 ;;;
24/ago/2022;7,73053; 35,65 ; 34,72 ; 35,80 ; 19,88 ; 122,00 ; 4,88 ;;;
25/ago/2022;7,73380; 35,65 ; 34,72 ; 35,80 ; 19,88 ; 122,00 ; 4,88 ;;;
26/ago/2022;7,73368; 35,65 ; 34,72 ; 35,80 ; 19,88 ; 122,00 ; 4,88 ;;;
27/ago/2022;7,73368; 35,65 ; 34,72 ; 35,80 ; 19,88 ; 122,00 ; 4,88 ;;;
28/ago/2022;7,73368; 35,65 ; 34,72 ; 35,80 ; 19,88 ; 122,00 ; 4,88 ;;;
29/ago/2022;7,73147; 35,65 ; 34,72 ; 35,80 ; 19,88 ; 122,00 ; 4,88 ;;;
30/ago/2022;7,73099; 35,55 ; 34,62 ; 35,19 ; 20,06 ; 122,00 ; 4,88 ;;;
31/ago/2022;7,73819; 35,55 ; 34,62 ; 35,19 ; 20,06 ; 122,00 ; 4,88 ;;;
01/sep/2022;7,74080; 35,55 ; 34,62 ; 35,19 ; 20,06 ; 142,00 ; 5,68 ;;;
02/sep/2022;7,74268; 35,55 ; 34,62 ; 35,19 ; 20,06 ; 142,00 ; 5,68 ;;;
03/sep/2022;7,74268; 35,55 ; 34,62 ; 35,19 ; 20,06 ; 142,00 ; 5,68 ;;;
04/sep/2022;7,74268; 35,55 ; 34,62 ; 35,19 ; 20,06 ; 142,00 ; 5,68 ;;;
05/sep/2022;7,74108; 34,49 ; 33,58 ; 32,24 ; 19,45 ; 142,00 ; 5,68 ;;;
06/sep/2022;7,75755; 34,49 ; 33,58 ; 32,24 ; 19,45 ; 142,00 ; 5,68 ;;;
07/sep/2022;7,75842; 34,49 ; 33,58 ; 32,24 ; 19,45 ; 142,00 ; 5,68 ;;;
08/sep/2022;7,77893; 34,49 ; 33,58 ; 32,24 ; 19,45 ; 142,00 ; 5,68 ;;;
09/sep/2022;7,79688; 34,49 ; 33,58 ; 32,24 ; 19,45 ; 142,00 ; 5,68 ;;;
10/sep/2022;7,79688; 34,49 ; 33,58 ; 32,24 ; 19,45 ; 142,00 ; 5,68 ;;;
11/sep/2022;7,79688; 34,49 ; 33,58 ; 32,24 ; 19,45 ; 142,00 ; 5,68 ;;;
12/sep/2022;7,78774; 34,16 ; 33,24 ; 31,41 ; 19,45 ; 142,00 ; 5,68 ;;;
13/sep/2022;7,78898; 34,16 ; 33,24 ; 31,41 ; 19,45 ; 142,00 ; 5,68 ;;;
14/sep/2022;7,79585; 34,16 ; 33,24 ; 31,41 ; 19,45 ; 142,00 ; 5,68 ;;;
15/sep/2022;7,79585; 34,16 ; 33,24 ; 31,41 ; 19,45 ; 142,00 ; 5,68 ;;;
16/sep/2022;7,79626; 34,16 ; 33,24 ; 31,41 ; 19,45 ; 142,00 ; 5,68 ;;;
17/sep/2022;7,79626; 34,16 ; 33,24 ; 31,41 ; 19,45 ; 142,00 ; 5,68 ;;;
18/sep/2022;7,79626; 34,16 ; 33,24 ; 31,41 ; 19,45 ; 142,00 ; 5,68 ;;;
19/sep/2022;7,79986; 34,12 ; 33,22 ; 30,00 ; 17,57 ; 142,00 ; 5,68 ;;;
20/sep/2022;7,80091; 34,12 ; 33,22 ; 30,00 ; 17,57 ; 142,00 ; 5,68 ;;;
21/sep/2022;7,81384; 34,12 ; 33,22 ; 30,00 ; 17,57 ; 142,00 ; 5,68 ;;;
22/sep/2022;7,82975; 34,12 ; 33,22 ; 30,00 ; 17,57 ; 142,00 ; 5,68 ;;;
23/sep/2022;7,84200; 34,12 ; 33,22 ; 30,00 ; 17,57 ; 142,00 ; 5,68 ;;;
24/sep/2022;7,84200; 34,12 ; 33,22 ; 30,00 ; 17,57 ; 142,00 ; 5,68 ;;;
25/sep/2022;7,84200; 34,12 ; 33,22 ; 30,00 ; 17,57 ; 142,00 ; 5,68 ;;;
26/sep/2022;7,84218; 34,18 ; 33,28 ; 29,16 ; 16,92 ; 142,00 ; 5,68 ;;;
27/sep/2022;7,84578; 34,18 ; 33,28 ; 29,16 ; 16,92 ; 142,00 ; 5,68 ;;;
28/sep/2022;7,85501; 34,18 ; 33,28 ; 29,16 ; 16,92 ; 142,00 ; 5,68 ;;;
29/sep/2022;7,86284; 34,18 ; 33,28 ; 29,16 ; 16,92 ; 142,00 ; 5,68 ;;;
30/sep/2022;7,88368; 34,18 ; 33,28 ; 29,16 ; 16,92 ; 142,00 ; 5,68 ;;;
01/oct/2022;7,88368; 34,18 ; 33,28 ; 29,16 ; 16,92 ; 122,00 ; 4,88 ;;;
02/oct/2022;7,88368; 34,18 ; 33,28 ; 29,16 ; 16,92 ; 122,00 ; 4,88 ;;;
03/oct/2022;7,89856; 34,16 ; 33,27 ; 32,33 ; 15,92 ; 122,00 ; 4,88 ;;;
04/oct/2022;7,90963; 34,16 ; 33,27 ; 32,33 ; 15,92 ; 122,00 ; 4,88 ;;;
05/oct/2022;7,91233; 34,16 ; 33,27 ; 32,33 ; 15,92 ; 122,00 ; 4,88 ;;;
06/oct/2022;7,90260; 35,19 ; 34,29 ; 35,89 ; 15,92 ; 122,00 ; 4,88 ;;;
07/oct/2022;7,89334; 35,19 ; 34,29 ; 35,89 ; 15,92 ; 122,00 ; 4,88 ;;;
08/oct/2022;7,89334; 35,19 ; 34,29 ; 35,89 ; 15,92 ; 122,00 ; 4,88 ;;;
09/oct/2022;7,89334; 35,19 ; 34,29 ; 35,89 ; 15,92 ; 122,00 ; 4,88 ;;;
10/oct/2022;7,87662; 36,92 ; 35,99 ; 38,46 ; 16,22 ; 122,00 ; 4,88 ;;;
11/oct/2022;7,87570; 36,92 ; 35,99 ; 38,46 ; 16,22 ; 122,00 ; 4,88 ;;;
12/oct/2022;7,87570; 36,92 ; 35,99 ; 38,46 ; 16,22 ; 122,00 ; 4,88 ;;;
13/oct/2022;7,86625; 36,92 ; 35,99 ; 38,46 ; 16,22 ; 122,00 ; 4,88 ;;;
14/oct/2022;7,86252; 36,92 ; 35,99 ; 38,46 ; 16,22 ; 122,00 ; 4,88 ;;;
15/oct/2022;7,86252; 36,92 ; 35,99 ; 38,46 ; 16,22 ; 122,00 ; 4,88 ;;;
16/oct/2022;7,86252; 36,92 ; 35,99 ; 38,46 ; 16,22 ; 122,00 ; 4,88 ;;;
17/oct/2022;7,85768; 37,14 ; 36,23 ; 41,27 ; 15,37 ; 122,00 ; 4,88 ;;;
18/oct/2022;7,85275; 37,14 ; 36,23 ; 41,27 ; 15,37 ; 122,00 ; 4,88 ;;;
19/oct/2022;7,85157; 37,14 ; 36,23 ; 41,27 ; 15,37 ; 122,00 ; 4,88 ;;;
20/oct/2022;7,85157; 37,14 ; 36,23 ; 41,27 ; 15,37 ; 122,00 ; 4,88 ;;;
21/oct/2022;7,84831; 37,14 ; 36,23 ; 41,27 ; 15,37 ; 122,00 ; 4,88 ;;;
22/oct/2022;7,84831; 37,14 ; 36,23 ; 41,27 ; 15,37 ; 122,00 ; 4,88 ;;;
23/oct/2022;7,84831; 37,14 ; 36,23 ; 41,27 ; 15,37 ; 122,00 ; 4,88 ;;;
24/oct/2022;7,84248; 37,17 ; 36,27 ; 41,25 ; 16,07 ; 122,00 ; 4,88 ;;;
25/oct/2022;7,84511; 37,17 ; 36,27 ; 41,25 ; 16,07 ; 122,00 ; 4,88 ;;;
26/oct/2022;7,84399; 37,17 ; 36,27 ; 41,25 ; 16,07 ; 122,00 ; 4,88 ;;;
27/oct/2022;7,83655; 37,17 ; 36,27 ; 41,25 ; 16,07 ; 122,00 ; 4,88 ;;;
28/oct/2022;7,83772; 37,17 ; 36,27 ; 41,25 ; 16,07 ; 122,00 ; 4,88 ;;;
29/oct/2022;7,83772; 37,17 ; 36,27 ; 41,25 ; 16,07 ; 122,00 ; 4,88 ;;;
30/oct/2022;7,83772; 37,17 ; 36,27 ; 41,25 ; 16,07 ; 122,00 ; 4,88 ;;;
31/oct/2022;7,82857; 37,17 ; 36,27 ; 41,25 ; 16,37 ; 122,00 ; 4,88 ;;;
01/nov/2022;7,82857; 37,17 ; 36,27 ; 41,25 ; 16,37 ; 122,00 ; 4,88 ;;;
02/nov/2022;7,82497; 36,75 ; 35,57 ; 39,90 ; 16,37 ; 122,00 ; 4,88 ;;;
03/nov/2022;7,82784; 36,75 ; 35,57 ; 39,90 ; 16,37 ; 122,00 ; 4,88 ;;;
04/nov/2022;7,82196; 36,75 ; 35,57 ; 39,90 ; 16,37 ; 122,00 ; 4,88 ;;;
05/nov/2022;7,82196; 36,75 ; 35,57 ; 39,90 ; 16,37 ; 122,00 ; 4,88 ;;;
06/nov/2022;7,82196; 36,75 ; 35,57 ; 39,90 ; 16,37 ; 122,00 ; 4,88 ;;;
07/nov/2022;7,81898; 36,70 ; 35,50 ; 39,82 ; 17,37 ; 122,00 ; 4,88 ;;;
08/nov/2022;7,81314; 36,70 ; 35,50 ; 39,82 ; 17,37 ; 122,00 ; 4,88 ;;;
09/nov/2022;7,81259; 36,70 ; 35,50 ; 39,82 ; 17,37 ; 122,00 ; 4,88 ;;;
10/nov/2022;7,81160; 36,70 ; 35,50 ; 39,82 ; 17,37 ; 122,00 ; 4,88 ;;;
11/nov/2022;7,80692; 36,70 ; 35,50 ; 39,82 ; 17,37 ; 122,00 ; 4,88 ;;;
12/nov/2022;7,80692; 36,70 ; 35,50 ; 39,82 ; 17,37 ; 122,00 ; 4,88 ;;;
13/nov/2022;7,80692; 36,70 ; 35,50 ; 39,82 ; 17,37 ; 122,00 ; 4,88 ;;;
14/nov/2022;7,80536; 37,37 ; 35,87 ; 40,59 ; 17,87 ; 122,00 ; 4,88 ;;;
15/nov/2022;7,79823; 37,37 ; 35,87 ; 40,59 ; 17,87 ; 122,00 ; 4,88 ;;;
16/nov/2022;7,79839; 37,37 ; 35,87 ; 40,59 ; 17,87 ; 122,00 ; 4,88 ;;;
17/nov/2022;7,79936; 37,37 ; 35,87 ; 40,59 ; 17,87 ; 122,00 ; 4,88 ;;;
18/nov/2022;7,79773; 37,37 ; 35,87 ; 40,59 ; 17,87 ; 122,00 ; 4,88 ;;;
19/nov/2022;7,79773; 37,37 ; 35,87 ; 40,59 ; 17,87 ; 122,00 ; 4,88 ;;;
20/nov/2022;7,79773; 37,37 ; 35,87 ; 40,59 ; 17,87 ; 122,00 ; 4,88 ;;;
21/nov/2022;7,79372; 36,14 ; 34,54 ; 38,17 ; 17,27 ; 122,00 ; 4,88 ;;;
22/nov/2022;7,80497; 36,14 ; 34,54 ; 38,17 ; 17,27 ; 122,00 ; 4,88 ;;;
23/nov/2022;7,81468; 36,14 ; 34,54 ; 38,17 ; 17,27 ; 122,00 ; 4,88 ;;;
24/nov/2022;7,81830; 36,14 ; 34,54 ; 38,17 ; 17,27 ; 122,00 ; 4,88 ;;;
25/nov/2022;7,82619; 36,14 ; 34,54 ; 38,17 ; 17,27 ; 122,00 ; 4,88 ;;;
26/nov/2022;7,82619; 36,14 ; 34,54 ; 38,17 ; 17,27 ; 122,00 ; 4,88 ;;;
27/nov/2022;7,82619; 36,14 ; 34,54 ; 38,17 ; 17,27 ; 122,00 ; 4,88 ;;;
28/nov/2022;7,81998; 34,94 ; 33,32 ; 35,96 ; 17,27 ; 122,00 ; 4,88 ;;;
29/nov/2022;7,82766; 34,94 ; 33,32 ; 35,96 ; 17,27 ; 122,00 ; 4,88 ;;;
30/nov/2022;7,84134; 34,94 ; 33,32 ; 35,96 ; 17,27 ; 122,00 ; 4,88 ;;;
01/dic/2022;7,84143; 34,94 ; 33,32 ; 35,96 ; 17,27 ; 122,00 ; 4,88 ;;;
02/dic/2022;7,85875; 34,94 ; 33,32 ; 35,96 ; 17,27 ; 122,00 ; 4,88 ;;;
03/dic/2022;7,85875; 34,94 ; 33,32 ; 35,96 ; 17,27 ; 122,00 ; 4,88 ;;;
04/dic/2022;7,85875; 34,94 ; 33,32 ; 35,96 ; 17,27 ; 122,00 ; 4,88 ;;;
05/dic/2022;7,87534; 34,50 ; 32,90 ; 35,58 ; 15,97 ; 122,00 ; 4,88 ;;;
06/dic/2022;7,90912; 34,50 ; 32,90 ; 35,58 ; 15,97 ; 122,00 ; 4,88 ;;;
07/dic/2022;7,93024; 34,50 ; 32,90 ; 35,58 ; 15,97 ; 122,00 ; 4,88 ;;;
08/dic/2022;7,90901; 34,50 ; 32,90 ; 35,58 ; 15,97 ; 122,00 ; 4,88 ;;;
09/dic/2022;7,89634; 34,50 ; 32,90 ; 35,58 ; 15,97 ; 122,00 ; 4,88 ;;;
10/dic/2022;7,89634; 34,50 ; 32,90 ; 35,58 ; 15,97 ; 122,00 ; 4,88 ;;;
11/dic/2022;7,89634; 34,50 ; 32,90 ; 35,58 ; 15,97 ; 122,00 ; 4,88 ;;;
12/dic/2022;7,88174; 33,98 ; 32,39 ; 34,80 ; 15,37 ; 122,00 ; 4,88 ;;;
13/dic/2022;7,87402; 33,98 ; 32,39 ; 34,80 ; 15,37 ; 122,00 ; 4,88 ;;;
14/dic/2022;7,87702; 33,98 ; 32,39 ; 34,80 ; 15,37 ; 122,00 ; 4,88 ;;;
15/dic/2022;7,86627; 33,98 ; 32,39 ; 34,80 ; 15,37 ; 122,00 ; 4,88 ;;;
16/dic/2022;7,86912; 33,98 ; 32,39 ; 34,80 ; 15,37 ; 122,00 ; 4,88 ;;;
17/dic/2022;7,86912; 33,98 ; 32,39 ; 34,80 ; 15,37 ; 122,00 ; 4,88 ;;;
18/dic/2022;7,86912; 33,98 ; 32,39 ; 34,80 ; 15,37 ; 122,00 ; 4,88 ;;;
19/dic/2022;7,85836; 33,48 ; 31,96 ; 33,95 ; 15,69 ; 122,00 ; 4,88 ;;;
20/dic/2022;7,85599; 33,48 ; 31,96 ; 33,95 ; 15,69 ; 122,00 ; 4,88 ;;;
21/dic/2022;7,85419; 33,48 ; 31,96 ; 33,95 ; 15,69 ; 122,00 ; 4,88 ;;;
22/dic/2022;7,85527; 33,48 ; 31,96 ; 33,95 ; 15,69 ; 122,00 ; 4,88 ;;;
23/dic/2022;7,84914; 33,48 ; 31,96 ; 33,95 ; 15,69 ; 122,00 ; 4,88 ;;;
24/dic/2022;7,84914; 33,48 ; 31,96 ; 33,95 ; 15,69 ; 122,00 ; 4,88 ;;;
25/dic/2022;7,84914; 33,48 ; 31,96 ; 33,95 ; 15,69 ; 122,00 ; 4,88 ;;;
26/dic/2022;7,84914; 33,48 ; 31,96 ; 33,95 ; 15,69 ; 122,00 ; 4,88 ;;;
27/dic/2022;7,84739; 32,55 ; 30,99 ; 33,75 ; 15,99 ; 122,00 ; 4,88 ;;;
28/dic/2022;7,85028; 32,55 ; 30,99 ; 33,75 ; 15,99 ; 122,00 ; 4,88 ;;;
29/dic/2022;7,85222; 32,55 ; 30,99 ; 33,75 ; 15,99 ; 122,00 ; 4,88 ;;;
30/dic/2022;7,85222; 32,55 ; 30,99 ; 33,75 ; 15,99 ; 122,00 ; 4,88 ;;;
31/dic/2022;7,85222; 32,55 ; 30,99 ; 33,75 ; 15,99 ; 122,00 ; 4,88 ;;;
Fuente precios nacionales: Sección Comercialización de Combustibles DGH, MEM.;;;;;;;;;;
Fuente tipo de cambio: Banco de Guatemala.;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
