;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
PRECIOS  PROMEDIO A CONSUMIDOR FINAL EN CIUDAD CAPITAL;;;;;;;;;;;
;;;;;;;;;;;
FECHA;Tipo de Cambio;Superior;Regular;Diesel;Bunker;Glp Cilindro 25Lbs.;;;;;
;GTQ/USD;GTQ/GALON;GTQ/GALON;GTQ/GALON;GTQ/GALON;GTQ/CIL 25 LB;GTQ/LB;;;;
31/jul/2024;7,74578; 32,63 ; 31,13 ; 27,93 ; 19,19 ; 110,00 ; 4,40 ;;;;
01/ago/2024;7,74800; 32,63 ; 31,13 ; 27,93 ; 19,19 ; 110,00 ; 4,40 ;;;;
02/ago/2024;7,74810; 32,63 ; 31,13 ; 27,93 ; 19,19 ; 110,00 ; 4,40 ;;;;
03/ago/2024;7,74810; 32,63 ; 31,13 ; 27,93 ; 19,19 ; 110,00 ; 4,40 ;;;;
04/ago/2024;7,74810; 32,63 ; 31,13 ; 27,93 ; 19,19 ; 110,00 ; 4,40 ;;;;
05/ago/2024;7,74023; 32,65 ; 31,14 ; 27,80 ; 19,19 ; 110,00 ; 4,40 ;;;;
06/ago/2024;7,74562; 32,65 ; 31,14 ; 27,80 ; 19,19 ; 110,00 ; 4,40 ;;;;
07/ago/2024;7,74402; 32,65 ; 31,14 ; 27,80 ; 19,19 ; 110,00 ; 4,40 ;;;;
08/ago/2024;7,74514; 32,65 ; 31,14 ; 27,80 ; 19,19 ; 110,00 ; 4,40 ;;;;
09/ago/2024;7,74681; 32,65 ; 31,14 ; 27,80 ; 19,19 ; 110,00 ; 4,40 ;;;;
10/ago/2024;7,74681; 32,65 ; 31,14 ; 27,80 ; 19,19 ; 110,00 ; 4,40 ;;;;
11/ago/2024;7,74681; 32,65 ; 31,14 ; 27,80 ; 19,19 ; 110,00 ; 4,40 ;;;;
12/ago/2024;7,73554; 32,90 ; 31,41 ; 27,34 ; 18,69 ; 110,00 ; 4,40 ;;;;
13/ago/2024;; 32,90 ; 31,41 ; 27,34 ; 18,69 ; 110,00 ; 4,40 ;;;;
14/ago/2024;; 32,90 ; 31,41 ; 27,34 ; 18,69 ; 110,00 ; 4,40 ;;;;
15/ago/2024;; 32,90 ; 31,41 ; 27,34 ; 18,69 ; 110,00 ; 4,40 ;;;;
16/ago/2024;; 32,90 ; 31,41 ; 27,34 ; 18,69 ; 110,00 ; 4,40 ;;;;
17/ago/2024;; 32,90 ; 31,41 ; 27,34 ; 18,69 ; 110,00 ; 4,40 ;;;;
18/ago/2024;; 32,90 ; 31,41 ; 27,34 ; 18,69 ; 110,00 ; 4,40 ;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
Fuente precios nacionales: Sección Comercialización de Combustibles DGH, MEM.;;;;;;;;;;;
Fuente tipo de cambio: Banco de Guatemala.;;;;;;;;;;;
;;;;;;;;;;;
